econdata
Year,Area,Labor Force,Employment,Unemployment,Unemployment Rate
2011,Laguna Niguel city,"34,000","31,100","2,800",8.3
2011,Laguna Woods city,"3,000","2,800",200,6.1
2011,La Habra city,"30,600","27,500","3,100",10.2
2011,La Habra Heights city,"2,500","2,300",300,10.1
2011,Lake Almanor Country Club CDP,90,90,0,0.0
2011,Lake Almanor Peninsula CDP,100,100,0,0.0
2011,Lake Almanor West CDP,40,20,20,42.9
2011,Lake Arrowhead CDP,"4,000","3,500",500,13.5
2011,Lake Elsinore city,"24,300","20,900","3,400",14.0
2011,Lake Forest city,"43,800","40,900","2,900",6.5
2011,Lake Isabella CDP,"1,200","1,000",200,20.1
2011,Lakeland Village CDP,"5,400","4,300","1,000",19.3
2011,Lake Los Angeles CDP,"3,800","3,000",800,21.7
2011,Lake Nacimiento CDP,"1,200","1,100",100,8.2
2011,Lake of the Pines CDP,"2,090","1,760",330,15.7
2011,Lake of the Woods CDP,200,200,0,14.5
2011,Lakeport city,"2,460","2,260",200,8.2
2011,Lakeside CDP,"10,500","9,100","1,400",13.3
2011,Lakeview CDP,"1,000",900,100,14.1
2011,Lake Wildwood CDP,"1,870","1,810",50,2.8
2011,Lakewood city,"41,500","37,500","3,900",9.5
2011,La Mesa city,"30,300","27,100","3,200",10.4
2011,La Mirada city,"23,200","21,100","2,000",8.7
2011,Lamont CDP,"6,700","5,800",900,13.6
2011,Lanare CDP,100,100,0,0.0
2011,Lancaster city,"63,500","54,900","8,600",13.5
2011,La Palma city,"7,400","6,800",700,8.9
2011,La Porte CDP,0,0,0,0.0
2011,La Puente city,"18,600","16,600","2,000",10.8
2011,La Quinta city,"16,300","14,900","1,400",8.5
2011,La Riviera CDP,"5,500","4,900",600,10.5
2011,Larkspur city,"6,600","6,300",400,5.7
2011,Las Flores CDP,"2,800","2,700",100,3.0
2011,Las Lomas CDP,"2,200","1,800",300,15.5
2011,Lathrop city,"9,000","7,900","1,100",12.3
2011,Laton CDP,900,800,200,19.4
2011,La Verne city,"15,000","13,600","1,400",9.4
2011,Lawndale city,"16,500","14,500","1,900",11.7
2011,Laytonville CDP,550,410,140,25.8
2011,Lebec CDP,"1,000",700,200,24.3
2011,Le Grand CDP,800,700,200,22.5
2011,Lemon Cove CDP,100,100,0,6.6
2011,Lemon Grove city,"12,500","10,800","1,700",13.3
2011,Lemoore city,"11,500","9,900","1,600",14.3
2011,Lemoore Station CDP,"1,500","1,300",200,12.3
2011,Lennox CDP,"10,600","9,200","1,300",12.7
2011,Lenwood CDP,"1,500","1,400",100,3.6
2011,Lewiston CDP,530,440,90,16.4
2011,Lincoln city,"18,000","15,900","2,100",11.8
2011,Lincoln Village CDP,"2,000","1,700",300,14.6
2011,Linda CDP,"7,300","5,600","1,600",22.6
2011,Linden CDP,900,800,100,6.5
2011,Lindsay city,"5,600","4,300","1,300",23.1
2011,Little Grass Valley CDP,0,0,0,0.0
2011,Littlerock CDP,700,500,200,23.9
2011,Live Oak CDP,"8,700","7,900",800,9.0
2011,Live Oak city,"4,000","3,300",600,16.1
2011,Livermore city,"43,500","40,500","3,000",7.0
2011,Livingston city,"6,300","5,700",600,9.3
2011,Lockeford CDP,"1,500","1,200",300,17.5
2011,Lodi city,"28,700","24,300","4,400",15.3
2011,Loma Linda city,"9,800","9,000",800,8.5
2011,Loma Rica CDP,"1,100","1,000",100,6.2
2011,Lomita city,"10,700","9,600","1,200",11.0
2011,Lompoc city,"17,800","15,700","2,200",12.1
2011,London CDP,700,600,200,24.3
2011,Lone Pine CDP,950,850,100,10.5
2011,Long Beach city,"237,400","206,000","31,500",13.3
2011,Loomis town,"3,000","2,700",400,12.8
2011,Los Alamitos city,"5,600","5,100",500,9.4
2011,Los Alamos CDP,900,800,100,9.7
2011,Los Altos city,"13,200","12,400",800,6.1
2011,Los Angeles city,"1,975,400","1,721,400","254,000",12.9
2011,Los Banos city,"15,900","13,100","2,900",18.0
2011,Los Gatos town,"14,500","13,600",900,6.4
2011,Los Molinos CDP,650,550,100,14.8
2011,Lost Hills CDP,800,800,0,5.7
2011,Lower Lake CDP,700,610,90,13.3
2011,Loyalton city,570,480,90,15.4
2011,Lucerne CDP,"1,280","1,170",100,8.1
2011,Lynwood city,"28,500","24,300","4,200",14.8
2011,McCloud CDP,460,340,120,26.5
2011,McFarland city,"5,800","4,700","1,100",18.5
2011,McKinleyville CDP,"7,700","7,100",600,7.9
2011,McKittrick CDP,0,0,0,0.0
2011,Madera city,"26,300","22,600","3,700",14.1
2011,Madera Acres CDP,"4,600","4,000",500,11.7
2011,Magalia CDP,"4,800","4,300",500,10.2
2011,Malibu city,"6,200","5,700",500,7.8
2011,Mammoth Lakes town,"5,370","5,320",50,0.9
2011,Manhattan Beach city,"18,200","17,300",900,5.2
2011,Manteca city,"33,500","28,100","5,500",16.3
2011,Manton CDP,110,100,20,13.6
2011,March AFB CDP,200,200,0,4.3
2011,Maricopa city,400,300,100,19.6
2011,Marina city,"11,300","10,300","1,100",9.6
2011,Marina del Rey CDP,"6,500","6,000",500,7.6
2011,Mariposa CDP,710,650,50,7.4
2011,Markleeville CDP,70,70,0,0.0
2011,Martinez city,"19,800","18,000","1,800",9.3
2011,Marysville city,"4,900","4,100",800,15.5
2011,Mayflower Village CDP,"2,900","2,600",200,8.2
2011,Maywood city,"12,400","10,900","1,600",12.6
2011,Meadow Valley CDP,290,160,130,45.4
2011,Meadow Vista CDP,"1,500","1,400",100,7.2
2011,Mecca CDP,"2,800","2,400",400,14.3
2011,Meiners Oaks CDP,"1,900","1,800",100,7.5
2011,Mendocino CDP,510,510,0,0.0
2011,Mendota city,"5,500","3,600","1,900",34.0
2011,Menifee City,"34,000","28,800","5,200",15.2
2011,Menlo Park city,"17,100","16,100","1,000",6.0
2011,Mentone CDP,"4,700","4,200",500,11.2
2011,Merced city,"34,500","28,700","5,800",16.7
2011,Mesa CDP,180,160,20,10.6
2011,Mesa Vista CDP,120,80,40,30.5
2011,Mettler CDP,100,100,0,27.8
2011,Middletown CDP,370,300,70,18.3
2011,Millbrae city,"11,200","10,400",800,7.3
2011,Mill Valley city,"6,700","6,400",300,4.8
2011,Milpitas city,"34,100","31,100","3,000",8.8
2011,Mineral CDP,120,90,30,24.3
2011,Mira Monte CDP,"3,700","3,200",400,12.0
2011,Mission Canyon CDP,"1,400","1,400",0,2.6
2011,Mission Hills CDP,"2,000","1,600",300,16.8
2011,Mission Viejo city,"48,700","44,600","4,100",8.5
2011,Mi Wuk Village CDP,480,340,130,27.8
2011,Modesto city,"94,700","79,400","15,300",16.2
2011,Mohawk Vista CDP,40,40,0,0.0
2011,Mojave CDP,"1,800","1,300",600,30.8
2011,Mokelumne Hill CDP,250,170,80,33.3
2011,Mono Vista CDP,"1,600","1,570",40,2.2
2011,Monrovia city,"20,200","18,300","1,900",9.5
2011,Montclair city,"17,400","15,500","1,900",11.0
2011,Montebello city,"28,100","25,200","3,000",10.5
2011,Montecito CDP,"3,200","2,800",400,13.7
2011,Monterey city,"15,300","13,900","1,400",9.2
2011,Monterey Park city,"28,900","25,700","3,100",10.9
2011,Monte Rio CDP,700,500,300,34.7
2011,Moorpark city,"19,100","17,600","1,500",8.0
2011,Morada CDP,"1,300","1,300",0,0.0
2011,Moraga town,"7,100","6,700",500,6.5
2011,Moreno Valley city,"87,900","75,600","12,300",14.0
2011,Morgan Hill city,"20,100","18,100","2,100",10.2
2011,Morongo Valley CDP,"1,400","1,300",200,11.9
2011,Morro Bay city,"5,000","4,200",700,14.6
2011,Moss Landing CDP,100,100,0,0.0
2011,Mountain Mesa CDP,200,200,0,13.1
2011,Mountain Ranch CDP,560,430,130,22.9
2011,Mountain View CDP,"1,300","1,100",300,19.1
2011,Mountain View city,"44,800","41,600","3,200",7.2
2011,Mountain View Acres CDP,"1,400","1,100",300,20.1
2011,Mount Shasta city,"1,570","1,490",70,4.7
2011,Murphys CDP,"1,000",850,150,15.1
2011,Murrieta city,"48,900","43,700","5,200",10.7
2011,Muscoy CDP,"5,100","3,800","1,300",25.0
2011,Napa city,"40,300","36,100","4,200",10.3
2011,National City city,"24,900","21,700","3,200",12.9
2011,Needles city,"1,600","1,400",100,9.1
2011,Nevada City city,"1,410","1,270",130,9.4
2011,Newark city,"22,600","20,600","2,000",8.7
2011,Newman city,"4,900","3,800","1,000",20.9
2011,Newport Beach city,"44,700","41,400","3,400",7.5
2011,Nice CDP,970,870,90,9.4
2011,Nipomo CDP,"8,900","7,700","1,200",13.7
2011,Norco city,"11,400","10,200","1,200",10.7
2011,North Auburn CDP,"5,100","4,700",500,9.0
2011,North Edwards CDP,500,400,100,21.7
2011,North El Monte CDP,"1,600","1,500",100,6.4
2011,North Fair Oaks CDP,"7,200","6,800",400,5.5
2011,North Highlands CDP,"19,400","17,400","2,000",10.2
2011,North Lakeport CDP,"1,430","1,350",80,5.7
2011,Norwalk city,"50,300","44,100","6,300",12.4
2011,Novato city,"27,500","25,500","2,000",7.2
2011,Nuevo CDP,"2,800","2,500",400,12.6
2011,Oakdale city,"9,900","7,900","2,000",20.0
2011,Oakhurst CDP,"1,600","1,400",200,15.2
2011,Oakland city,"205,600","180,200","25,300",12.3
2011,Oakley city,"18,000","15,700","2,300",12.7
2011,Oak Park CDP,"7,200","6,300",900,12.0
2011,Oak View CDP,"2,300","2,100",200,10.7
2011,Occidental CDP,400,400,0,0.0
2011,Oceano CDP,"3,500","3,100",400,12.5
2011,Oceanside city,"81,200","72,600","8,600",10.6
2010,Acton CDP,"3,400","3,100",300,9.6
2010,Adelanto city,"9,300","7,300","2,000",21.5
2010,Agoura Hills city,"11,200","10,000","1,200",10.5
2010,Alameda city,"39,300","35,600","3,700",9.5
2010,Alamo CDP,"6,000","5,600",400,6.6
2010,Albany city,"9,000","8,200",800,9.3
2010,Alhambra city,"43,400","39,800","3,600",8.3
2010,Aliso Viejo CDP,"27,900","25,800","2,200",7.7
2010,Alondra Park CDP,"4,100","3,400",700,16.9
2010,Alpaugh CDP,400,300,200,34.5
2010,Alpine Village CDP,80,80,0,0.0
2010,Altadena CDP,"22,500","20,300","2,100",9.5
2010,Alta Sierra CDP,"3,540","3,320",220,6.2
2010,Alturas city,"1,320","1,100",230,17.0
2010,Amador City city,80,70,10,17.3
2010,American Canyon city,"10,000","8,700","1,300",13.2
2010,Anaheim city,"169,000","148,400","20,600",12.2
2010,Anderson city,"4,400","3,700",700,15.5
2010,Angels City city,"1,620","1,620",10,0.5
2010,Angwin CDP,"1,900","1,800",200,9.5
2010,Antioch city,"49,600","42,200","7,400",14.8
2010,Apple Valley town,"27,100","23,200","3,900",14.4
2010,Aptos CDP,"3,100","3,000",200,4.8
2010,Aptos Hills Larkin Valley CDP,"1,100",900,200,20.2
2010,Arbuckle CDP,"2,190","1,620",570,26.0
2010,Arcadia city,"27,200","25,200","2,000",7.4
2010,Arcata city,"10,500","8,900","1,600",15.6
2010,Arden Arcade CDP,"45,700","38,400","7,300",15.9
2010,Armona CDP,"1,500","1,200",300,20.5
2010,Arnold CDP,"1,140",940,210,18.1
2010,Aromas CDP (Monterey Co),"1,600","1,400",100,9.5
2010,Arroyo Grande city,"8,700","7,900",800,8.9
2010,Artesia city,"7,600","6,800",800,10.3
2010,Arvin city,"8,500","7,300","1,300",14.9
2010,Ashland CDP,"10,900","9,100","1,800",16.6
2010,Atascadero city,"14,200","13,000","1,200",8.4
2010,Atherton town,"2,800","2,500",300,9.1
2010,Atwater city,"12,400","9,900","2,400",19.6
2010,Auberry CDP,"1,000",900,100,10.4
2010,Auburn city,"6,500","5,700",800,12.6
2010,August CDP,"3,500","2,500","1,000",29.3
2010,Avalon city,"1,900","1,800",0,1.2
2010,Avenal city,"4,000","3,000","1,000",24.2
2010,Avery CDP,330,240,90,27.8
2010,Avocado Heights CDP,"7,300","6,200","1,100",15.1
2010,Azusa city,"22,500","20,400","2,200",9.6
2010,Bakersfield city,"166,000","142,700","23,400",14.1
2010,Baldwin Park city,"35,600","29,800","5,800",16.2
2010,Banning city,"10,300","9,000","1,300",12.3
2010,Barstow city,"8,500","7,000","1,500",17.8
2010,Bay Point CDP,"11,900","9,700","2,200",18.3
2010,Beale AFB CDP,200,200,0,24.5
2010,Bear Valley CDP,30,30,0,0.0
2010,Bear Valley Springs CDP,"1,700","1,500",100,8.1
2010,Beaumont city,"16,300","14,900","1,400",8.4
2010,Beckwourth CDP,120,120,0,0.0
2010,Belden CDP,0,0,0,0.0
2010,Bell city,"15,600","13,000","2,600",16.6
2010,Bellflower city,"35,500","31,300","4,200",11.9
2010,Bell Gardens city,"18,200","15,600","2,600",14.3
2010,Belmont city,"14,600","13,500","1,100",7.4
2010,Benicia city,"14,200","13,100","1,100",8.0
2010,Ben Lomond CDP,"3,600","3,400",200,6.4
2010,Berkeley city,"58,300","53,100","5,200",8.9
2010,Bermuda Dunes CDP,"3,100","2,700",400,12.4
2010,Bertsch Oceanview CDP,950,670,280,29.7
2010,Bethel Island CDP,800,700,100,8.3
2010,Beverly Hills city,"18,100","16,000","2,200",11.9
2010,Big Bear City CDP,"5,100","4,700",400,8.5
2010,Big Bear Lake city,"2,000","1,900",100,5.4
2010,Biggs city,900,800,100,8.3
2010,Big Pine CDP,810,700,100,12.7
2010,Big River CDP,400,300,100,20.0
2010,Biola CDP,700,400,300,40.9
2010,Bishop city,"1,800","1,650",150,8.3
2010,Bloomington CDP,"9,500","8,100","1,400",14.9
2010,Blue Lake city,500,500,100,10.4
2010,Bluewater CDP,0,0,0,21.9
2010,Blythe city,"5,100","4,400",700,14.4
2010,Bodega Bay CDP,500,400,0,7.7
2010,Bodfish CDP,400,300,100,16.9
2010,Bonadelle Ranchos Madera Ranchos CDP,"4,000","3,500",500,11.9
2010,Bonita CDP,"6,000","5,100","1,000",15.9
2010,Bootjack CDP,400,320,80,18.8
2010,Boron CDP,800,700,100,10.3
2010,Boronda CDP,700,300,300,50.6
2010,Bostonia CDP,"8,200","6,600","1,600",19.3
2010,Boulder Creek CDP,"2,700","2,300",400,16.1
2010,Boyes Hot Springs CDP,"3,800","3,500",300,7.3
2010,Bradbury city,400,400,0,4.1
2010,Bradley CDP,100,100,0,0.0
2010,Brawley city,"12,000","8,300","3,800",31.3
2010,Brea city,"20,900","19,000","2,000",9.4
2010,Brentwood city,"24,000","21,800","2,200",9.3
2010,Bret Harte CDP,"2,200","1,500",700,31.0
2010,Brisbane city,"2,500","2,300",200,8.7
2010,Broadmoor CDP,"3,300","2,700",500,15.8
2010,Bucks Lake CDP,20,20,0,0.0
2010,Buellton city,"2,600","2,500",100,4.2
2010,Buena Park city,"38,900","35,600","3,300",8.4
2010,Burbank city,"56,700","50,800","5,900",10.4
2010,Burlingame city,"15,700","14,700","1,000",6.6
2010,Burney CDP,"1,300","1,100",200,17.4
2010,Buttonwillow CDP,600,500,100,16.2
2010,Byron CDP,600,500,100,19.4
2010,Bystrom CDP,"1,400","1,100",200,17.7
2010,Cabazon CDP,"1,100","1,000",100,11.8
2010,Calabasas city,"11,400","10,500",900,7.9
2010,Calexico city,"18,200","12,200","6,000",33.0
2010,California City city,"4,700","3,300","1,400",28.9
2010,Calimesa city,"3,100","2,700",400,13.7
2010,Calipatria city,"1,300",900,500,35.0
2010,Calistoga city,"2,600","2,300",400,13.5
2010,Calwa CDP,900,700,300,28.3
2010,Camarillo city,"33,500","30,500","3,100",9.2
2010,Cambria CDP,"2,600","2,200",300,12.8
2010,Cameron Park CDP,"9,600","8,500","1,100",11.3
2010,Campbell city,"23,100","21,300","1,800",7.7
2010,Cantua Creek CDP,100,100,0,15.5
2010,Canyondam CDP,80,10,70,84.4
2010,Canyon Lake city,"4,600","4,200",300,7.3
2010,Capitola city,"5,300","5,100",200,4.1
2010,Carlsbad city,"51,500","46,500","5,000",9.8
2010,Carmel by the Sea city,"1,500","1,400",0,0.3
2010,Carmel Valley Village CDP,"2,600","2,100",500,18.6
2010,Carmichael CDP,"29,500","25,800","3,700",12.6
2010,Carpinteria city,"7,000","6,400",600,8.2
2010,Carson city,"47,200","39,700","7,500",15.8
2010,Cartago CDP,0,0,0,0.0
2010,Caruthers CDP,"1,200","1,000",200,16.3
2010,Casa Conejo CDP,"1,800","1,500",300,16.6
2010,Casa de Oro Mount Helix CDP,"9,300","8,300",900,10.2
2010,Castro Valley CDP,"29,200","26,300","2,900",10.0
2010,Castroville CDP,"3,600","2,800",800,22.5
2010,Cathedral City city,"23,700","21,000","2,700",11.4
2010,Cayucos CDP,"1,300","1,100",100,9.9
2010,Ceres city,"21,700","17,800","3,900",18.0
2010,Cerritos city,"23,800","21,600","2,200",9.4
2010,Challenge Brownsville CDP,200,200,0,0.0
2010,Channel Islands Beach CDP,"1,900","1,400",500,26.8
2010,Charter Oak CDP,"4,900","4,200",700,14.8
2010,Cherryland CDP,"7,400","6,000","1,400",18.6
2010,Cherry Valley CDP,"2,800","2,600",200,8.6
2010,Chester CDP,"1,130",950,180,15.5
2010,Chico city,"46,300","40,800","5,400",11.7
2010,Chilcoot Vinton CDP,40,0,40,100.0
2010,China Lake Acres CDP,600,500,100,13.4
2010,Chinese Camp CDP,30,30,0,0.0
2010,Chino city,"35,600","31,800","3,800",10.6
2010,Chino Hills city,"39,200","35,200","4,000",10.1
2010,Chowchilla city,"4,400","3,700",700,14.9
2010,Chualar CDP,700,600,100,14.1
2010,Chula Vista city,"117,300","101,700","15,600",13.3
2010,Citrus CDP,"5,100","4,600",400,8.9
2010,Citrus Heights city,"43,500","37,700","5,700",13.2
2010,Claremont city,"16,300","14,400","1,900",11.9
2010,Clayton city,"5,300","5,000",300,5.2
2010,Clearlake city,"6,860","5,060","1,800",26.3
2010,Clearlake Oaks CDP,850,670,170,20.4
2010,Clio CDP,40,40,0,0.0
2010,Cloverdale city,"4,000","3,800",300,6.3
2010,Clovis city,"48,600","42,200","6,400",13.1
2010,Clyde CDP,300,300,0,8.4
2010,Coachella city,"18,000","14,300","3,700",20.5
2010,Coalinga city,"6,300","5,200","1,100",17.6
2010,Cobb CDP,510,450,50,10.5
2010,Colfax city,900,800,200,17.2
2010,Colton city,"23,100","20,000","3,100",13.5
2010,Columbia CDP,950,660,290,30.8
2010,Colusa city,"3,120","2,570",550,17.6
2010,Commerce city,"5,800","4,900",900,14.7
2010,Compton city,"41,000","33,400","7,700",18.7
2010,Concord city,"64,500","56,900","7,600",11.8
2010,Concow CDP,300,200,100,27.2
2010,Copperopolis CDP,"2,350","1,990",360,15.4
2010,Corcoran city,"4,900","4,000",900,18.9
2010,Corning city,"3,040","2,510",540,17.6
2010,Corona city,"74,000","65,900","8,100",11.0
2010,Coronado city,"8,400","7,900",500,6.3
2010,Corralitos CDP,"1,200","1,100",100,12.0
2010,Corte Madera town,"5,400","4,900",500,10.0
2010,Costa Mesa city,"64,300","58,000","6,300",9.9
2010,Cotati city,"4,100","3,600",500,11.5
2010,Coto de Caza CDP,"7,200","6,600",700,9.3
2010,Cottonwood CDP,"1,500","1,200",200,16.2
2010,Country Club CDP,"4,700","3,500","1,200",25.9
2010,Covelo CDP,460,400,60,13.9
2010,Covina city,"24,300","20,700","3,600",14.7
2010,Crescent City city,"1,630","1,450",180,11.0
2010,Crescent Mills CDP,120,120,0,0.0
2010,Crestline CDP,"3,900","3,600",300,8.7
2010,C Road CDP,80,60,20,24.1
2010,Crockett CDP,"1,600","1,400",300,15.4
2010,Cromberg CDP,90,90,0,0.0
2010,Cudahy city,"10,300","8,700","1,600",15.5
2010,Culver City city,"21,900","19,900","2,000",9.3
2010,Cupertino city,"27,200","24,900","2,300",8.5
2010,Cutler CDP,"2,500","2,000",500,18.2
2010,Cypress city,"23,800","22,200","1,600",6.7
2010,Daly City city,"57,900","52,000","5,900",10.1
2010,Dana Point city,"18,500","16,800","1,700",9.2
2010,Danville town,"19,600","17,900","1,700",8.8
2010,Darwin CDP,10,10,0,0.0
2010,Davis city,"34,400","31,100","3,200",9.4
2010,Day Valley CDP,"1,600","1,400",200,12.7
2010,Deer Park CDP,400,300,100,16.3
2010,Del Aire CDP,"5,200","4,700",500,10.2
2010,Delano city,"19,400","15,800","3,600",18.5
2010,Delhi CDP,"5,200","4,300",900,17.1
2010,Delleker CDP,170,170,0,0.0
2010,Del Mar city,"2,100","2,000",200,8.0
2010,Del Monte Forest CDP,"1,700","1,400",200,14.5
2010,Del Rey CDP,600,500,100,20.7
2010,Del Rey Oaks city,"1,000",800,100,13.8
2010,Denair CDP,"2,400","2,000",400,15.7
2010,Derby Acres CDP,100,100,0,2.8
2010,Desert Hot Springs city,"10,900","9,200","1,800",16.2
2010,Desert View Highlands CDP,"1,100",900,200,19.0
2010,Diablo CDP,100,100,0,0.0
2010,Diamond Bar city,"28,600","26,300","2,300",8.2
2010,Diamond Springs CDP,"5,400","4,500",800,15.5
2010,Dinuba city,"10,900","8,500","2,500",22.7
2010,Discovery Bay CDP,"7,300","6,600",700,10.2
2010,Dixon city,"9,400","8,200","1,200",12.6
2010,Dixon Lane Meadow Creek CDP,"1,390","1,240",150,10.8
2010,Dollar Point CDP,500,400,0,8.0
2010,Dorrington CDP,80,60,10,18.2
2010,Dos Palos city,"2,100","1,800",300,13.8
2010,Downey city,"55,900","49,700","6,200",11.2
2010,Duarte city,"10,800","9,200","1,600",14.8
2010,Dublin city,"23,100","21,500","1,600",6.9
2010,Ducor CDP,200,200,0,16.0
2010,Dunsmuir city,700,630,80,10.8
2010,Durham CDP,"2,800","2,600",200,6.8
2010,Dustin Acres CDP,200,200,0,7.2
2010,Earlimart CDP,"4,100","3,100","1,000",25.1
2010,East Foothills CDP,"3,100","2,900",200,6.6
2010,East Hemet CDP,"7,800","6,200","1,600",20.6
2010,East Los Angeles CDP,"56,700","45,600","11,100",19.5
2010,East Oakdale CDP,"1,600","1,300",200,14.5
2010,Easton CDP,"1,000",900,200,17.5
2010,East Orosi CDP,400,200,200,44.5
2010,East Palo Alto city,"13,800","12,100","1,800",12.9
2010,East Pasadena CDP,"2,800","2,700",200,5.4
2010,East Porterville CDP,"2,900","1,900","1,000",35.9
2010,East Quincy CDP,"1,290","1,250",40,2.8
2010,East Richmond Heights CDP,"1,700","1,600",100,5.2
2010,East San Gabriel CDP,"7,000","6,600",400,5.0
2010,East Shore CDP,270,40,230,85.1
2010,East Sonora CDP,880,880,0,0.0
2010,Eastvale City city,"25,900","23,400","2,500",9.5
2010,Edwards AFB CDP,400,300,100,17.6
2010,El Cajon city,"46,800","39,700","7,000",15.1
2010,El Centro city,"21,100","15,400","5,700",27.0
2010,El Cerrito city,"12,300","11,100","1,200",9.5
2010,El Cerrito CDP,"2,000","1,900",200,8.8
2010,El Dorado Hills CDP,"21,900","19,700","2,200",9.9
2010,El Granada CDP,"3,100","2,800",200,7.8
2010,Elk Grove CDP,"74,800","67,400","7,400",9.9
2010,Elkhorn CDP,700,500,100,18.8
2010,Elmira CDP,100,100,0,11.0
2010,El Monte city,"52,100","44,200","7,900",15.2
2010,El Paso de Robles (Paso Robles) city,"15,300","13,600","1,700",11.2
2010,El Rio CDP,"3,100","2,500",600,18.2
2010,El Segundo city,"9,300","7,900","1,300",14.5
2010,El Sobrante CDP,"7,200","6,200","1,000",13.2
2010,El Verano CDP,"1,700","1,600",100,5.0
