"","NAMELSAD","yr","area","count","nIndv","nCorp","nIndvTech","nIndvBigTech","nCorpBigTech","nDemRec","nRepRec","nIndRec","nComRec","nGen","aTot","aIndv","aCorp","aIndvBigTech","aIndvTech","aCorpTech","aDemRec","aRepRec","aIndRec","aComRec","aGen","meanCFCont","sdCFCont","meanCFCand","sdCFCand","meanCFDiff","sdCFDiff","vReg","vTurn","id"
"9018","Pioneer CDP",2014,4.321,207,200,0,1,0,0,126,2,0,166,0,7498.95,7379.95,0,0,100,0,1741.75,300,0,6703.95,0,-1.23850241545894,0.470611231080793,-0.961111111111111,-0.961111111111111,-0.141159420289855,0.118962377570946,119332,83311,898
"9019","Piru CDP",2014,2.82,9,9,0,0,0,0,1,1,0,9,0,5325,5325,0,0,0,0,25,50,0,5325,0,0.0111111111111111,0.685354733777415,-0.00333333333333331,-0.00333333333333331,0.0144444444444444,0.120945350376845,36984,12262,1333
"9020","Pismo Beach city",2014,3.599,1248,1237,1,84,1,0,914,50,1,925,0,81685.02,75791.92,512.18,100,5157.49,0,41811.71,12004.34,100,49104.25,0,-1.05940705128205,0.713985370463939,-0.750216346153846,-0.750216346153846,-0.0615384615384615,0.232543976497974,454262,280026,899
"9021","Pittsburg city",2014,17.218,4741,4543,46,2279,23,11,1557,125,2,3975,0,377256.86,152888.24,35566.27,646.23,74714.75,1165.13,185324.74,10996.5,4350,205138.59,0,-0.445659143640582,0.70095637879533,-0.364039232229487,-0.364039232229487,-0.0382387681923645,0.175182480937769,780940,279422,900
"9022","Pixley CDP",2014,3.114,10,4,0,0,0,0,0,8,0,3,0,3430,930,0,0,0,0,0,2680,0,580,0,1.128,0.120443624433453,0.945,0.945,0.183,0.384131054025402,114077,50153,901
"9023","Placentia city",2014,6.568,2971,2892,23,261,6,1,1847,288,6,2151,0,240050.05,206136.93,9235.52,1410,22599.8,3,80563.08,73875.36,1150,130071.84,0,-0.828465163244699,0.933750952950606,-0.579485021878156,-0.579485021878156,-0.0564725681588691,0.218905474822292,518727,227268,902
"9024","Placerville city",2014,5.812,1427,1294,32,40,2,16,761,63,20,1148,0,695546.26,93384.05,5839.52,600,5772.39,3050.04,37746.02,9352,13919,632284.14,0,-0.828213034337771,0.814062993674381,-0.52187806587246,-0.52187806587246,-0.0632235459004905,0.209598513708252,467744,274319,903
"9025","Planada CDP",2014,1.577,61,21,8,0,0,0,7,4,0,52,0,19502,10400,4750,0,0,0,3110,1750,0,14652,0,-0.255245901639344,0.447409605609062,-0.301967213114754,-0.301967213114754,-0.0122950819672131,0.380137665601218,187655,92497,904
"9026","Pleasant Hill city",2014,7.072,4966,4819,35,572,20,15,3188,192,7,3887,0,369217.08,246111.74,19302.27,836.5,34516.87,1160.51,164034.89,30369.02,3300,230101.2,0,-0.957666129681837,0.786968260727423,-0.645928312525171,-0.645928312525171,-0.0747281514297221,0.206046652879941,699508,355735,905
"9027","Pleasanton city",2014,24.113,11028,9591,321,1351,52,8,5024,618,17,8374,0,5226670.17,1835206.26,1218435.48,11163.3,212288.49,9249.81,1376593.64,413500.53,22325,3713810.21,0,-0.621449945593036,0.797002564271494,-0.458394994559304,-0.458394994559304,-0.0200027203482046,0.299566825490497,1126874,568110,906
"9028","Pleasure Point CDP",2014,0.753,792,773,12,25,16,0,613,27,1,627,0,45981.47,44470.79,202.38,635,3386,0,22975.32,10165.06,100,31350.71,0,-1.07907828282828,0.637683690742733,-0.738989898989899,-0.738989898989899,-0.076010101010101,0.208879957901991,73265,37154,907
"9029","Plumas Eureka CDP",2014,3.98,3,3,0,0,0,0,3,0,0,3,0,60,60,0,0,0,0,60,0,0,60,0,-0.92,0,-1.15,-1.15,0.23,0,95508,68790,908
"9030","Plumas Lake CDP",2014,8.382,103,103,0,87,1,0,92,0,0,76,0,2296.16,2296.16,0,3,2055.16,0,1855,0,0,2199.16,0,-1.26582524271845,0.780189172977341,-0.654368932038835,-0.654368932038835,-0.131747572815534,0.204111787827958,111434,46599,909
"9031","Plymouth city",2014,0.931,23,21,0,0,0,0,20,1,0,23,0,5143.8,143.8,0,0,0,0,43.8,100,0,5143.8,0,-1.14826086956522,0.512903075850975,-0.520434782608696,-0.520434782608696,-0.0626086956521739,0.0629731105172783,133883,85080,910
"9032","Point Arena city",2014,1.35,27,27,0,3,0,0,23,0,0,20,0,308.39,308.39,0,0,110,0,290.28,0,0,300.61,0,-1.06333333333333,0.56096071437929,-1.14851851851852,-1.14851851851852,0.183703703703704,0.581338959433295,47807,28446,911
"9033","Point Reyes Station CDP",2014,3.616,620,615,3,60,0,0,517,13,0,474,0,53720.76,41420.76,2050,0,3250.5,0,23687.06,2014,0,41831.04,0,-1.31688709677419,0.509285495401916,-0.856209677419355,-0.856209677419355,-0.101274193548387,0.209185254591341,225380,144682,912
"9034","Pollock Pines CDP",2014,7.928,542,537,0,9,5,0,483,21,1,427,0,23814.84,23160.84,0,29,696.3,0,17928.34,3195,100,10693.84,0,-0.924723247232472,0.928518495289365,-0.814261992619926,-0.814261992619926,0.0905535055350553,0.644996144005926,299259,169502,913
"9035","Pomona city",2014,22.952,4418,3948,124,410,29,74,2586,87,8,3498,0,4165791.96,265765.49,3605915.86,9393.5,21550.24,521.14,264989.83,27678,4200,3934391.19,0,-0.854791760977818,0.751183694757293,-0.643832050701675,-0.643832050701675,-0.0439882299683114,0.196924811392772,1274377,334666,914
"9036","Poplar-Cotton Center CDP",2014,1.283,77,67,7,18,0,0,48,11,2,63,0,11670.5,4987.5,5183,0,3750,0,3866.5,1150,1750,9015.5,0,-0.637142857142857,1.1067102234989,-0.283246753246753,-0.283246753246753,-0.137142857142857,0.243785157479939,148889,71492,915
"9037","Port Costa CDP",2014,0.158,6,6,0,0,0,0,6,0,0,6,0,130,130,0,0,0,0,130,0,0,130,0,-1.45666666666667,0.180739222823013,-1.025,-1.025,-0.15,0.158113883008419,62694,35551,1334
"9038","Port Hueneme city",2014,4.451,1330,1330,0,97,19,0,1191,35,0,785,0,32124.25,32124.25,0,266.5,1565.3,0,23877.7,2993,0,13754.63,0,-1.23488721804511,0.593603370050301,-0.933293233082707,-0.933293233082707,-0.112368421052632,0.1870310578734,334509,139239,916
"9039","Porterville city",2014,17.607,768,758,1,72,7,0,434,162,4,664,0,72851.42,71528.42,100,85,4833.98,0,10603.69,27534.62,550,52460.14,0,-0.547903645833333,1.1827745235225,-0.305052083333333,-0.305052083333333,-0.0676171875,0.231678697431829,1458630,669728,917
"9040","Portola city",2014,5.407,37,37,0,0,0,0,30,4,0,32,0,11200,11200,0,0,0,0,350,10450,0,890,0,-1.07378378378378,0.976676198336171,-0.815405405405405,-0.815405405405405,-0.197567567567568,0.437152435944548,104571,60476,918
"9041","Portola Valley town",2014,9.092,3716,3687,9,316,20,0,2926,190,13,2248,0,2383559.4,2358507.31,608.2,15168,186671.52,0,1469338.01,423725,81248.7,1342411.19,0,-1.10221205597417,0.614224481631737,-0.794970398277718,-0.794970398277718,-0.0867142088266954,0.252063879451816,99622,61285,919
"9042","Posey CDP",2014,0.357,7,7,0,0,0,0,7,0,0,7,0,87.5,87.5,0,0,0,0,87.5,0,0,87.5,0,-0.204285714285714,0.540489196403195,-0.691428571428571,-0.691428571428571,-0.04,0.105830052442584,198783,134427,920
"9043","Potrero CDP",2014,3.149,11,11,0,0,0,0,3,1,0,11,0,828,828,0,0,0,0,53,250,0,828,0,0.964545454545454,0.944376658292269,0.714545454545454,0.714545454545454,0.0263636363636364,0.0828580385083701,175870,73862,921
"9044","Potter Valley CDP",2014,4.03,12,9,0,1,0,0,6,4,0,5,0,20905,14805,0,0,1000,0,2205,16700,0,3135,0,-0.1525,1.22571036917002,-0.4225,-0.4225,0.195833333333333,0.766757735039187,20872,10792,922
"9045","Poway city",2014,39.079,6701,6485,116,727,58,7,3106,552,13,4489,0,1097744.64,837808.45,146864.52,9346.4,132817.42,550,177036.36,196685.35,5365,587561.96,0,-0.566024473959111,0.949855392920748,-0.379440382032532,-0.379440382032532,-0.0665811072974183,0.298145154763053,674061,369941,923
"9046","Princeton CDP",2014,1.836,8,8,0,0,0,0,2,1,0,7,0,2928.26,2928.26,0,0,0,0,16.5,1000,0,1928.26,0,0.28,1.20356612970432,0.47625,0.47625,-0.10375,0.14520305978673,63248,42836,924
"9047","Prunedale CDP",2014,46.054,831,809,20,110,0,0,669,39,3,673,0,60030.17,49757.72,9962.85,0,2869.5,0,23461.4,19058,2750,33174.17,0,-1.10801444043321,0.815098503786849,-0.713586040914561,-0.713586040914561,-0.0632851985559567,0.364516400886975,268829,129986,925
"9048","Quartz Hill CDP",2014,3.762,240,240,0,56,0,0,139,13,0,209,0,15370.7,15370.7,0,0,6563.5,0,6374.7,2983,0,10059.7,0,-0.589208333333333,0.897840154962631,-0.480541666666667,-0.480541666666667,-0.0659583333333333,0.154513402532156,483633,190883,926
"9049","Quincy CDP",2014,4.239,293,275,4,34,0,0,213,6,0,251,0,13850.73,10321.22,2078.45,0,504.05,0,4462,1001,0,11346.73,0,-1.16344709897611,0.71060995030517,-0.613037542662116,-0.613037542662116,-0.0922525597269625,0.177273039449561,77640,44113,927
"9050","Rackerby CDP",2014,2.954,25,25,0,0,0,0,25,0,0,25,0,841.08,841.08,0,0,0,0,841.08,0,0,841.08,0,-1.26,0,-1.15,-1.15,-0.11,0,208430,124900,1335
"9051","Rail Road Flat CDP",2014,33.006,29,26,2,0,0,0,10,2,0,22,0,9541.79,1931.79,7600,0,0,0,525.5,7600,0,666.79,0,-0.591034482758621,1.21273405643019,-0.37551724137931,-0.37551724137931,-0.0744827586206897,0.130235671185974,94994,55792,928
"9052","Rainbow CDP",2014,11.042,171,169,0,8,0,0,22,131,0,142,0,26232,26022,0,0,717,0,239.5,20940,0,18926,0,0.88672514619883,0.929729771245613,0.92187134502924,0.92187134502924,0.0149122807017544,0.206298950472232,239360,126015,929
"9053","Ramona CDP",2014,38.412,5835,4906,64,545,40,3,3295,641,49,4280,0,4694649.42,927995.33,42345,1275,37286.25,1413.03,594254.21,910618.68,33148,3678428.9,0,-0.683484147386461,0.99380926276191,-0.46315852613539,-0.46315852613539,-0.066382176520994,0.203553252475807,476676,238633,930
"9054","Rancho Calaveras CDP",2014,8.376,315,315,0,0,0,0,138,74,0,280,0,14722.13,14722.13,0,0,0,0,1394.1,7758,0,11975.63,0,-0.429746031746032,1.13312849671685,-0.205714285714286,-0.205714285714286,-0.0544444444444444,0.156239422855019,279614,153313,931
"9055","Rancho Cordova city",2014,33.507,5503,4786,264,903,5,52,1378,291,12,4815,0,1534998.71,395396.76,225711.16,708,51274.51,2468,285931.43,183095.32,10516.18,1150558.84,0,-0.305647828457205,0.702620253706188,-0.24229874613847,-0.24229874613847,-0.0112920225331637,0.237099396675724,991140,476915,932
"9056","Rancho Cucamonga city",2014,39.851,8273,7633,281,659,34,2,3552,619,17,6667,0,2980829.46,1911016.22,439318.39,3400.1,462026.15,46.92,905530.82,883631.83,19380,1605865.6,0,-0.565537289979451,0.832831319862314,-0.424705669043878,-0.424705669043878,-0.0522301462589145,0.254756481411686,1990711,729469,933
"9057","Rancho Mirage city",2014,24.447,4160,3981,67,246,13,0,2622,767,12,2781,0,1834752.1,625358.24,942437.34,2924,30464.6,0,449882.8,324268.47,4200,1314842.14,0,-0.640165865384615,1.05968649221474,-0.476242788461538,-0.476242788461538,-0.0519495192307692,0.277729644737486,672628,429913,934
"9058","Rancho Murieta CDP",2014,11.887,716,698,6,38,2,0,496,78,3,454,0,97039.42,91605.07,2250.02,125,2744.9,0,30592.53,38933.48,10400,31923.55,0,-0.905041899441341,0.83692519048345,-0.676941340782123,-0.676941340782123,-0.0560055865921788,0.201681657266687,99516,66329,935
"9059","Rancho Palos Verdes city",2014,13.465,6846,6780,43,558,9,7,4080,962,63,4942,0,1246479.18,1189079.18,43635,835,109906.62,610,499971.15,350044.51,21870,558869.03,0,-0.680641250365177,0.990923180023899,-0.401370143149284,-0.401370143149284,-0.0513234005258545,0.248393291318102,450101,218618,936
"9060","Rancho San Diego CDP",2014,8.701,1482,1445,22,110,75,0,665,225,1,847,0,326839.84,323484.67,662.18,1254.58,20571,0,57874.41,103092.94,100,110674.37,0,-0.309264507422402,1.0908806502336,-0.182827260458839,-0.182827260458839,-0.0618690958164642,0.407267472880292,290753,143750,937
"9061","Rancho Santa Fe CDP",2014,6.715,1132,1106,23,42,1,0,480,303,14,486,0,961979.56,833029.21,125881.92,250,45811,0,74008.45,479605.11,32400,482677.01,0,-0.118966431095406,1.14027029646692,-0.0383480565371025,-0.0383480565371025,-0.0139487632508834,0.502683030373892,54336,33345,938
"9062","Rancho Santa Margarita city",2014,12.957,4305,3129,104,467,51,9,1070,603,40,3482,0,7386369.42,409129.08,160329.99,3729.31,42520.22,39410,478303.25,2855252.03,192750,5606382.35,0,-0.12188850174216,0.876371064225708,-0.0996585365853659,-0.0996585365853659,-0.00433217189314751,0.338565990021175,502541,233088,939
"9063","Rancho Tehama Reserve CDP",2014,11.639,16,16,0,0,0,0,15,0,0,13,0,374.8,374.8,0,0,0,0,349.8,0,0,149.8,0,-1.48875,0.0882326470191165,-1.1025,-1.1025,-0.1,0.130230564768798,94768,50221,940
"9064","Randsburg CDP",2014,1.906,1,1,0,0,0,0,1,0,0,1,0,25,25,0,0,0,0,25,0,0,25,0,-1.69,NA,-1.55,-1.55,-0.14,NA,29317,15206,1389
"9065","Red Bluff city",2014,7.563,452,449,2,59,0,0,353,12,0,378,0,15528.58,13528.58,1500,0,4200.5,0,6162.2,1741,0,11999.58,0,-0.91679203539823,0.873169734125469,-0.683849557522124,-0.683849557522124,-0.0938053097345133,0.186690483781295,604290,314971,941
"9066","Red Corral CDP",2014,5.842,180,180,0,0,0,0,159,0,0,142,0,1234.65,1234.65,0,0,0,0,815.75,0,0,1011.3,0,-1.47116666666667,0.129080439170838,-0.833666666666667,-0.833666666666667,-0.0650555555555555,0.124754495098075,188893,128689,942
"9067","Redding city",2014,59.647,4335,3990,168,199,29,3,2654,374,3,3314,0,843379.32,351163.66,41978.89,953,57334.38,559.3,253711.04,353515.19,4100,564908.68,0,-0.773822376009227,0.93745944852824,-0.600846597462514,-0.600846597462514,-0.0442929642445213,0.289763842522914,2366633,1412178,943
"9068","Redlands city",2014,36.126,11267,11053,94,3929,35,9,8706,622,9,7063,0,1231702.55,863192.65,285082.66,3149,53591.82,2339,426112.84,241012.4,5225,715128.42,0,-1.01483802254371,0.77850506640337,-0.652928019881069,-0.652928019881069,-0.045271145824088,0.265951902087891,1739893,759567,944
"9069","Redondo Beach city",2014,6.198,7519,7438,31,1216,59,2,4429,436,34,5715,0,1744410.88,1650295.76,54040.05,2426.3,105473.98,200,351556.04,176261.16,19475,1145405.07,0,-0.817997074079,0.83530924320386,-0.612643968612847,-0.612643968612847,-0.0579345657667243,0.251790984009371,698989,282069,945
"9070","Redway CDP",2014,1.25,178,175,0,13,0,0,145,3,0,140,0,6891.2,6656.2,0,0,608.8,0,3896.3,155,0,6006.7,0,-1.25662921348315,0.461542351216667,-0.897752808988764,-0.897752808988764,-0.097808988764045,0.140857854094078,124602,65457,946
"9071","Redwood City city",2014,19.42,10752,10207,254,1122,187,0,6952,548,183,7852,0,7567427.86,7290572.02,122881.14,15601.8,212376.53,0,643677.25,517408.8,97688.63,6830455.1,0,-0.976911272321429,0.78790941057106,-0.672506510416667,-0.672506510416667,-0.0723270089285714,0.230694473940389,1112318,512324,947
"9072","Redwood Valley CDP",2014,2.736,284,271,2,4,0,0,195,3,0,232,0,11849,7723.68,3219.25,0,67.5,0,3390.45,490,0,9266.67,0,-1.12369718309859,0.71654061444381,-0.696725352112676,-0.696725352112676,-0.0803169014084507,0.164360539215294,56004,26399,948
"9073","Reedley city",2014,5.084,340,321,16,14,0,0,74,40,1,286,0,29354.69,27743.78,760.91,0,349,0,2884,7738,150,22629.35,0,-0.286470588235294,1.06045207244479,-0.0820294117647059,-0.0820294117647059,-0.0467647058823529,0.150374568478337,517061,215371,949
"9074","Reliez Valley CDP",2014,2.363,864,850,1,65,3,0,589,32,0,565,0,637811.3,613305.3,500,283,13586.55,0,465924.11,11386,0,480367.2,0,-1.02243055555556,0.700280440292319,-0.721678240740741,-0.721678240740741,-0.0436805555555556,0.362497605911036,251173,148048,950
"9075","Rialto city",2014,22.351,1555,1347,26,187,7,0,823,32,0,1319,0,122889.1,62094.55,9496.72,85,4652.94,0,51458.35,6167,0,73974.25,0,-0.793466237942122,0.730734198664251,-0.570906752411576,-0.570906752411576,-0.0448102893890675,0.14810562475658,1559067,404659,951
"9076","Richfield CDP",2014,0.56,2,2,0,0,0,0,0,0,0,2,0,56,56,0,0,0,0,0,0,0,56,0,1.52,0,1.45,1.45,0.0700000000000001,0,466118,218947,952
"9077","Richgrove CDP",2014,0.452,2,2,0,0,0,0,0,2,0,0,0,550,550,0,0,0,0,0,550,0,0,0,1.09,0,0.97,0.97,0.12,0,70119,29354,1390
"9078","Richmond city",2014,30.068,10903,10612,110,1223,56,10,8536,250,9,8279,0,1423958.28,560510.82,74110.37,3851.2,53564.19,2506.5,412565.72,35889.5,11500,1161082.09,0,-1.15492708428873,0.59414296501106,-0.829400165092176,-0.829400165092176,-0.0865193066128589,0.199515926677029,1678697,802402,953
"9079","Richvale CDP",2014,0.927,19,6,0,0,0,0,1,4,0,15,0,7281.75,4159.75,0,0,0,0,500,3400,0,4881.75,0,0.288421052631579,0.435804022696935,0.554210526315789,0.554210526315789,-0.322105263157895,0.669623268440865,96469,52069,954
"9080","Ridgecrest city",2014,20.766,1336,1298,9,90,4,0,858,145,0,957,0,349185.68,69593.38,274299,29.5,17299.89,0,25408.79,14596.44,0,326814.19,0,-0.759723053892216,0.99244615040094,-0.561145209580838,-0.561145209580838,-0.0518488023952096,0.238127107747643,989397,533058,955
"9081","Ridgemark CDP",2014,2.57,201,195,5,22,0,0,89,28,0,177,0,15127.4,14692.4,160,0,2308,0,4479.62,3765,0,10749.4,0,-0.395373134328358,1.26108880935271,-0.367562189054726,-0.367562189054726,-0.0706965174129354,0.298078030786925,42331,28719,956
"9082","Rio del Mar CDP",2014,3.001,1321,1321,0,212,7,0,1064,23,3,1015,0,71988.33,71988.33,0,682.5,4513.06,0,41728.93,3811,890,49910.91,0,-1.17598788796366,0.667753206886895,-0.827479182437547,-0.827479182437547,-0.0949886449659349,0.233035022776969,186874,109361,957
"9083","Rio Dell city",2014,2.282,106,106,0,20,0,0,92,1,0,96,0,3136.5,3136.5,0,0,98,0,2312,200,0,2456.5,0,-1.44047169811321,0.462383848118528,-1.19924528301887,-1.19924528301887,-0.126415094339623,0.116203341311237,166294,71908,958
"9084","Rio Linda CDP",2014,9.904,1276,1268,0,65,0,7,971,14,0,961,0,30261.34,29152.72,0,0,7779.14,16.2,21154.9,1415,0,16009.98,0,-1.21440438871473,0.554046538241674,-0.883620689655172,-0.883620689655172,-0.0805564263322884,0.209636295572629,312020,139550,959
"9085","Rio Oso CDP",2014,6.533,7,7,0,0,0,0,1,2,0,5,0,1103.26,1103.26,0,0,0,0,500,180,0,578.26,0,0.37,0.865621164251429,0.0657142857142857,0.0657142857142857,0.135714285714286,0.255333581996646,99176,63860,960
"9086","Rio Vista city",2014,6.691,1577,1566,2,119,0,0,1359,32,1,1137,0,51945.03,50892.31,600,0,3697.9,0,33044.86,7582,100,31096.63,0,-1.22027266962587,0.591285263783526,-0.871953075459734,-0.871953075459734,-0.0863221306277743,0.23640318249536,280601,191911,961
"9087","Ripon city",2014,5.305,637,608,13,75,4,0,157,72,1,546,0,105939.09,96001.63,618.97,325,18668.38,0,10823.39,50845,100,62675.5,0,-0.224427001569859,0.947800761126397,-0.206091051805338,-0.206091051805338,0.0136420722135008,0.403357665450232,221298,113319,962
"9088","River Pines CDP",2014,0.366,14,14,0,3,0,0,6,6,1,12,0,406.3,406.3,0,0,18.3,0,116.3,30,250,153.3,0,0.29,1.43277031279643,0.276428571428571,0.276428571428571,-0.0371428571428571,0.308605512973055,108443,69744,963
"9089","Riverbank city",2014,4.092,414,377,12,67,0,0,209,42,0,338,0,70478.97,17540.97,4935,0,3975.6,0,10375.15,29560.13,0,36416.34,0,-0.581642512077295,1.09198165277825,-0.432826086956522,-0.432826086956522,-0.0807729468599034,0.254712260661411,461194,186172,964
"9090","Riverdale CDP",2014,3.925,47,25,0,1,0,0,0,19,10,22,0,37970,5020,0,0,250,0,0,14150,22000,11820,0,0.669787234042553,0.439809688890756,0.59063829787234,0.59063829787234,0.0395744680851064,0.359062532078531,83008,35747,965
"9091","Riverdale Park CDP",2014,1.437,11,11,0,0,0,0,9,0,0,8,0,110.44,110.44,0,0,0,0,105.45,0,0,80.44,0,-1.29636363636364,0.0280259619898149,-0.829090909090909,-0.829090909090909,-0.112727272727273,0.24104318737898,42459,19231,966
"9092","Riverside city",2014,81.14,17867,16559,341,1554,127,34,11732,1121,44,12477,0,3020699.51,1561966.23,234964.58,6430.6,167684.2,1872.37,716915.95,830321.15,19489.4,1851263.82,0,-0.883231096434768,0.834731575632851,-0.639768287905076,-0.639768287905076,-0.0540555213522136,0.255071819489445,5043371,1768561,967
"9093","Robbins CDP",2014,2.594,56,16,6,1,0,0,1,25,0,47,0,29215,7585,1700,0,810,0,1000,14160,0,22115,0,0.312142857142857,1.1027860820926,0.370892857142857,0.370892857142857,-0.000892857142857134,0.243387284240303,17161,9190,968
"9094","Rocklin city",2014,19.541,4794,4444,218,387,58,0,1860,319,7,4228,0,1281592.8,404573.4,681778.59,3239.12,26072.21,0,563285.87,367857.55,2740,791867.04,0,-0.511720901126408,0.87958313611466,-0.348873591989987,-0.348873591989987,-0.0416666666666667,0.231538177569708,723127,392124,969
"9095","Rodeo CDP",2014,3.747,383,348,4,44,2,0,243,13,1,331,0,18937.21,15661.99,2500,5.5,1039.5,0,9983.51,3317,300,13352.21,0,-0.89313315926893,0.71279561738961,-0.715744125326371,-0.715744125326371,-0.0717493472584857,0.239674342414612,144514,62738,970
"9096","Rohnert Park city",2014,7.003,3660,3592,37,400,90,0,2400,65,0,2949,0,175319.01,145014.55,6647.36,2309.14,9706.05,0,77497.19,6683.73,0,132464.79,0,-0.996147540983607,0.678037673126433,-0.695885245901639,-0.695885245901639,-0.0774043715846995,0.166523330344645,704867,371824,971
"9097","Rolling Hills CDP",2014,0.592,55,54,1,0,0,0,47,7,0,46,0,5677.5,4677.5,1000,0,0,0,667.5,5000,0,879.5,0,-0.951272727272727,0.895236477232887,-0.723272727272727,-0.723272727272727,-0.0727272727272728,0.0840734807674226,181673,104699,972
"9098","Rolling Hills city",2014,2.991,565,552,8,46,0,0,219,223,12,274,0,471692.48,468097.48,1060,0,45191.3,0,191153.48,210390,5650,132148.89,0,0.0506017699115044,1.04509051102667,0.075787610619469,0.075787610619469,0.0039646017699115,0.374815130062098,14077,7596,973
"9099","Rolling Hills Estates city",2014,3.569,1881,1834,27,225,15,0,900,307,23,1209,0,491891.65,458645.12,25302.28,151,59847.24,0,163947.56,175305.6,7785,200742.71,0,-0.42601807549176,1.00451403392584,-0.285943646996279,-0.285943646996279,-0.0214619883040936,0.303872418227884,234308,118075,974
